,index,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
14820,22383,22383,7527.0,0.46,0.45,2.0,132.0,8.0,0.0,0.0,sales,low
14821,22384,22384,13218.0,0.69,0.83,4.0,240.0,5.0,0.0,0.0,technical,medium
14822,22385,22385,13295.0,0.39,0.51,2.0,137.0,3.0,0.0,0.0,product_mng,low
14823,22386,22386,9940.0,0.49,0.51,5.0,210.0,3.0,1.0,1.0,product_mng,medium
14824,22387,22387,9609.0,0.61,0.65,3.0,197.0,2.0,0.0,0.0,sales,medium
14825,22388,22388,7551.0,0.85,0.78,4.0,272.0,3.0,0.0,0.0,sales,high
14826,22390,22390,1483.0,0.14,0.94,7.0,301.0,4.0,0.0,0.0,IT,low
14827,22391,22391,14544.0,0.2,0.74,4.0,175.0,5.0,0.0,0.0,product_mng,low
14828,22393,22393,7523.0,0.96,0.75,4.0,229.0,3.0,0.0,0.0,sales,high
14829,22394,22394,2050.0,0.4,0.53,2.0,146.0,3.0,0.0,0.0,sales,low
14830,22395,22395,13128.0,0.6,0.73,4.0,245.0,10.0,0.0,0.0,management,medium
14831,22396,22396,2388.0,0.17,0.94,5.0,255.0,5.0,0.0,0.0,support,medium
14832,22397,22397,6045.0,0.6,0.7,3.0,137.0,3.0,0.0,0.0,sales,medium
14833,22399,22399,12578.0,0.77,0.81,4.0,198.0,6.0,0.0,0.0,product_mng,low
14834,22402,22402,1967.0,0.15,0.93,7.0,252.0,4.0,0.0,1.0,sales,low
14835,22403,22403,1861.0,0.64,0.48,4.0,136.0,2.0,0.0,0.0,IT,medium
14836,22404,22404,7912.0,0.61,0.58,3.0,236.0,10.0,0.0,1.0,management,high
14837,22405,22405,3240.0,0.65,0.51,2.0,208.0,3.0,0.0,0.0,technical,medium
14838,22406,22406,9829.0,0.12,0.88,5.0,264.0,6.0,1.0,0.0,hr,high
14839,22408,22408,12986.0,0.37,0.6,3.0,119.0,3.0,0.0,0.0,hr,medium
14840,22409,22409,9026.0,0.91,0.78,3.0,225.0,2.0,0.0,0.0,support,low
14841,22414,22414,5511.0,0.77,0.8,5.0,272.0,4.0,0.0,0.0,support,high
14842,22415,22415,14169.0,0.74,0.73,5.0,218.0,5.0,0.0,0.0,IT,medium
14843,22416,22416,3058.0,0.68,0.73,3.0,197.0,2.0,0.0,0.0,technical,medium
14844,22418,22418,7535.0,0.92,0.97,5.0,260.0,3.0,0.0,1.0,management,medium
14845,22419,22419,9984.0,0.63,0.56,3.0,250.0,2.0,0.0,0.0,marketing,medium
14846,22420,22420,813.0,0.12,0.72,6.0,262.0,6.0,0.0,0.0,RandD,medium
14847,22421,22421,3752.0,0.69,0.74,3.0,103.0,2.0,0.0,0.0,sales,medium
14848,22422,22422,4249.0,0.68,0.85,4.0,260.0,5.0,0.0,0.0,hr,medium
14849,22426,22426,1554.0,0.68,0.87,4.0,231.0,5.0,0.0,0.0,sales,low
14850,22427,22427,11336.0,0.74,0.71,4.0,276.0,10.0,0.0,0.0,hr,medium
14851,22429,22429,14020.0,0.16,0.84,6.0,272.0,3.0,0.0,0.0,hr,low
14852,22430,22430,11.0,0.67,0.95,4.0,253.0,5.0,0.0,0.0,sales,low
14853,22432,22432,1052.0,0.89,0.85,4.0,305.0,4.0,1.0,0.0,product_mng,low
14854,22433,22433,13666.0,0.71,0.9,5.0,258.0,2.0,0.0,0.0,IT,medium
14855,22434,22434,9350.0,0.54,0.83,3.0,199.0,2.0,1.0,0.0,product_mng,medium
14856,22436,22436,8091.0,0.82,0.74,6.0,273.0,3.0,0.0,0.0,marketing,low
14857,22437,22437,14603.0,0.14,0.85,3.0,274.0,8.0,0.0,0.0,management,low
14858,22440,22440,3742.0,0.18,0.94,7.0,263.0,4.0,0.0,0.0,accounting,medium
14859,22443,22443,3463.0,0.61,0.42,2.0,156.0,6.0,1.0,0.0,RandD,low
14860,22448,22448,5272.0,0.67,0.48,3.0,159.0,3.0,0.0,0.0,technical,medium
14861,22450,22450,7999.0,0.6,0.37,6.0,291.0,4.0,0.0,0.0,sales,low
14862,22451,22451,7425.0,0.44,0.52,2.0,135.0,3.0,0.0,0.0,sales,low
14863,22452,22452,1647.0,0.64,0.85,5.0,268.0,4.0,0.0,0.0,sales,medium
14864,22453,22453,2842.0,0.51,0.5,3.0,204.0,4.0,0.0,0.0,hr,medium
14865,22454,22454,536.0,0.53,0.55,4.0,300.0,4.0,0.0,0.0,IT,low
14866,22455,22455,14223.0,0.26,0.63,3.0,109.0,8.0,1.0,0.0,management,high
14867,22458,22458,4212.0,0.65,0.77,4.0,152.0,3.0,0.0,0.0,support,medium
14868,22460,22460,5877.0,0.61,0.91,3.0,196.0,3.0,0.0,0.0,sales,medium
14869,22461,22461,7326.0,0.6,0.73,4.0,200.0,3.0,0.0,0.0,hr,medium
14870,22463,22463,3670.0,0.09,0.56,6.0,264.0,4.0,0.0,0.0,marketing,low
14871,22464,22464,3366.0,0.64,0.59,3.0,201.0,3.0,0.0,0.0,sales,low
14872,22465,22465,14175.0,0.89,0.85,6.0,275.0,7.0,0.0,0.0,sales,medium
14873,22466,22466,2485.0,0.73,0.9,4.0,204.0,2.0,1.0,0.0,sales,low
14874,22467,22467,8984.0,0.1,0.85,6.0,161.0,8.0,0.0,0.0,support,low
14875,22468,22468,7980.0,0.69,0.94,3.0,281.0,8.0,1.0,0.0,support,low
14876,22469,22469,11488.0,0.21,0.47,2.0,150.0,6.0,0.0,0.0,marketing,low
14877,22470,22470,6345.0,0.93,0.72,3.0,141.0,2.0,0.0,0.0,sales,high
14878,22472,22472,5389.0,0.67,0.86,3.0,235.0,6.0,0.0,0.0,hr,low
14879,22473,22473,8797.0,0.67,0.76,5.0,200.0,3.0,0.0,0.0,RandD,low
14880,22474,22474,10334.0,0.6,0.5,3.0,131.0,3.0,0.0,0.0,accounting,low
14881,22475,22475,11348.0,0.56,0.8,3.0,232.0,3.0,0.0,0.0,technical,high
14882,22476,22476,8757.0,0.92,0.85,4.0,265.0,5.0,0.0,0.0,IT,low
14883,22477,22477,3452.0,0.15,0.86,6.0,266.0,6.0,0.0,0.0,support,medium
14884,22478,22478,1272.0,0.81,0.78,4.0,202.0,5.0,0.0,0.0,support,low
14885,22479,22479,11004.0,0.6,0.55,3.0,180.0,10.0,0.0,0.0,management,medium
14886,22480,22480,235.0,0.85,0.89,5.0,258.0,5.0,0.0,0.0,sales,low
14887,22481,22481,10560.0,0.68,0.71,4.0,202.0,2.0,1.0,0.0,sales,medium
14888,22482,22482,4049.0,0.6,0.78,2.0,156.0,4.0,0.0,0.0,IT,low
14889,22483,22483,918.0,0.14,0.77,7.0,302.0,5.0,0.0,0.0,IT,low
14890,22484,22484,6208.0,0.13,0.5,3.0,156.0,4.0,0.0,0.0,support,medium
14891,22486,22486,13576.0,0.86,0.83,7.0,263.0,4.0,0.0,0.0,accounting,low
14892,22487,22487,14412.0,0.78,0.81,6.0,284.0,7.0,0.0,0.0,sales,low
14893,22488,22488,10419.0,0.61,0.98,4.0,200.0,4.0,0.0,0.0,support,medium
14894,22489,22489,13531.0,0.33,0.42,2.0,132.0,3.0,0.0,0.0,IT,low
14895,22490,22490,14902.0,0.7,0.49,6.0,310.0,3.0,0.0,0.0,accounting,low
14896,22491,22491,3016.0,0.12,0.7,6.0,275.0,4.0,0.0,0.0,marketing,low
14897,22492,22492,1423.0,0.13,0.99,7.0,301.0,4.0,0.0,0.0,technical,low
14898,22493,22493,7927.0,0.93,0.8,3.0,198.0,2.0,0.0,0.0,hr,medium
14899,22495,22495,13132.0,0.61,0.5,3.0,160.0,3.0,0.0,0.0,management,high
14900,22497,22497,3864.0,0.44,0.44,2.0,122.0,3.0,0.0,0.0,technical,low
14901,22498,22498,12325.0,0.61,0.43,2.0,172.0,3.0,0.0,0.0,technical,low
14902,22500,22500,1.0,0.12,0.97,6.0,272.0,4.0,0.0,0.0,support,low
14903,22501,22501,12955.0,0.71,0.62,3.0,200.0,6.0,0.0,0.0,IT,medium
14904,22502,22502,4302.0,0.67,0.7,3.0,202.0,3.0,0.0,0.0,sales,low
14905,22503,22503,11028.0,0.17,0.39,6.0,142.0,8.0,1.0,0.0,RandD,low
14906,22504,22504,8750.0,0.64,0.94,4.0,233.0,2.0,0.0,0.0,sales,medium
14907,22505,22505,7745.0,0.7,0.9,4.0,199.0,2.0,0.0,0.0,IT,low
14908,22506,22506,11968.0,0.09,0.88,6.0,268.0,7.0,0.0,0.0,sales,high
14909,22508,22508,868.0,0.82,0.7,4.0,299.0,5.0,0.0,0.0,accounting,low
14910,22509,22509,2145.0,0.53,0.69,3.0,242.0,3.0,0.0,0.0,support,medium
14911,22510,22510,5657.0,0.7,0.8,3.0,230.0,2.0,0.0,0.0,sales,medium
14912,22511,22511,11706.0,0.34,0.48,2.0,151.0,6.0,0.0,0.0,technical,low
14913,22512,22512,5678.0,0.78,0.74,4.0,204.0,4.0,0.0,0.0,support,medium
14914,22514,22514,6917.0,0.91,0.76,4.0,271.0,5.0,0.0,0.0,support,low
14915,22515,22515,7503.0,0.65,0.71,3.0,196.0,2.0,0.0,0.0,sales,medium
14916,22516,22516,12971.0,0.89,0.87,4.0,161.0,8.0,0.0,0.0,support,low
14917,22518,22518,3001.0,0.91,0.9,5.0,145.0,3.0,0.0,0.0,sales,high
14918,22520,22520,14102.0,0.73,0.64,3.0,128.0,2.0,0.0,0.0,marketing,low
14919,22521,22521,2114.0,0.67,0.75,3.0,240.0,4.0,0.0,0.0,RandD,low
14920,22522,22522,11418.0,0.09,0.72,5.0,259.0,2.0,0.0,0.0,sales,low
14921,22525,22525,7820.0,0.52,0.59,5.0,202.0,2.0,0.0,0.0,support,high
14922,22527,22527,12373.0,0.45,0.46,2.0,154.0,3.0,0.0,0.0,accounting,medium
14923,22528,22528,10366.0,0.61,0.49,3.0,160.0,2.0,0.0,0.0,sales,high
14924,22529,22529,3805.0,0.78,0.76,6.0,198.0,4.0,0.0,0.0,IT,medium
14925,22530,22530,13427.0,0.89,0.81,3.0,257.0,3.0,0.0,0.0,marketing,medium
14926,22533,22533,833.0,0.88,0.91,2.0,140.0,5.0,0.0,0.0,support,low
14927,22534,22534,9288.0,0.98,0.45,3.0,221.0,3.0,0.0,0.0,product_mng,high
14928,22535,22535,14269.0,0.62,0.88,4.0,268.0,10.0,1.0,0.0,management,high
14929,22537,22537,2223.0,0.83,0.62,4.0,246.0,5.0,0.0,0.0,product_mng,medium
14930,22538,22538,5229.0,0.84,0.96,3.0,266.0,4.0,0.0,0.0,marketing,medium
14931,22539,22539,14588.0,0.4,0.5,3.0,141.0,3.0,0.0,0.0,sales,low
14932,22541,22541,4603.0,0.72,0.96,3.0,261.0,10.0,0.0,0.0,sales,low
14933,22542,22542,8188.0,0.62,0.59,3.0,201.0,3.0,0.0,0.0,RandD,low
14934,22543,22543,10090.0,0.79,0.71,4.0,143.0,2.0,0.0,0.0,sales,medium
14935,22545,22545,9286.0,0.59,0.99,5.0,214.0,2.0,0.0,0.0,marketing,medium
14936,22547,22547,11169.0,0.81,0.7,2.0,260.0,3.0,0.0,0.0,technical,low
14937,22548,22548,6394.0,0.65,0.85,4.0,288.0,5.0,0.0,0.0,hr,medium
14938,22549,22549,10526.0,0.66,0.91,6.0,251.0,4.0,0.0,0.0,support,medium
14939,22550,22550,13501.0,0.91,0.73,4.0,235.0,3.0,0.0,0.0,sales,low
14940,22551,22551,2298.0,0.56,0.51,4.0,143.0,2.0,0.0,0.0,technical,low
14941,22552,22552,1831.0,0.68,0.52,5.0,252.0,2.0,0.0,0.0,IT,medium
14942,22554,22554,14713.0,0.52,0.44,3.0,147.0,7.0,0.0,0.0,sales,medium
14943,22557,22557,3185.0,0.7,0.75,4.0,208.0,2.0,0.0,0.0,IT,low
14944,22559,22559,12569.0,0.21,1.0,4.0,270.0,8.0,0.0,0.0,sales,medium
14945,22561,22561,1017.0,0.61,0.55,4.0,146.0,3.0,0.0,0.0,IT,medium
14946,22562,22562,3581.0,0.5,0.71,5.0,277.0,3.0,0.0,0.0,sales,high
14947,22563,22563,1945.0,0.56,0.75,5.0,281.0,5.0,0.0,0.0,marketing,low
14948,22565,22565,8399.0,0.17,0.86,6.0,162.0,4.0,0.0,0.0,sales,medium
14949,22566,22566,5996.0,0.75,1.0,3.0,249.0,2.0,0.0,0.0,product_mng,low
14950,22567,22567,7174.0,1.0,0.8,3.0,224.0,3.0,0.0,0.0,accounting,low
14951,22568,22568,11838.0,0.97,0.99,6.0,186.0,6.0,0.0,0.0,sales,medium
14952,22569,22569,8545.0,0.63,0.49,3.0,251.0,3.0,1.0,0.0,sales,low
14953,22571,22571,1568.0,0.12,0.89,7.0,292.0,4.0,0.0,0.0,technical,low
14954,22575,22575,9620.0,0.09,0.81,6.0,260.0,4.0,0.0,0.0,accounting,low
14955,22577,22577,14245.0,0.46,0.36,2.0,97.0,6.0,0.0,0.0,sales,low
14956,22580,22580,8242.0,0.22,0.76,3.0,174.0,2.0,0.0,0.0,support,medium
14957,22581,22581,14125.0,0.53,0.74,3.0,166.0,7.0,0.0,0.0,sales,low
14958,22582,22582,9473.0,0.93,0.63,3.0,196.0,3.0,0.0,0.0,RandD,high
14959,22583,22583,8043.0,0.71,0.47,3.0,150.0,3.0,0.0,0.0,technical,low
14960,22587,22587,8912.0,0.11,0.95,7.0,258.0,4.0,0.0,0.0,RandD,medium
14961,22588,22588,14024.0,0.6,0.47,3.0,194.0,8.0,0.0,0.0,support,medium
14962,22589,22589,14440.0,0.71,0.79,4.0,157.0,3.0,0.0,0.0,sales,low
14963,22590,22590,3006.0,0.41,0.5,2.0,124.0,3.0,0.0,0.0,technical,low
14964,22591,22591,13936.0,0.59,0.72,3.0,289.0,10.0,0.0,0.0,management,high
14965,22592,22592,7463.0,0.36,0.51,3.0,191.0,3.0,0.0,0.0,technical,medium
14966,22594,22594,13817.0,0.8,0.85,4.0,120.0,7.0,0.0,0.0,sales,medium
14967,22596,22596,3079.0,0.45,0.54,4.0,169.0,3.0,0.0,0.0,sales,low
14968,22597,22597,957.0,0.76,0.96,5.0,261.0,4.0,0.0,0.0,accounting,medium
14969,22598,22598,8132.0,0.62,0.68,3.0,199.0,2.0,0.0,0.0,sales,medium
14970,22600,22600,821.0,0.13,0.88,6.0,279.0,5.0,0.0,0.0,IT,low
14971,22601,22601,14999.0,0.6,0.72,3.0,199.0,2.0,0.0,0.0,sales,high
14972,22602,22602,4161.0,0.71,0.9,3.0,200.0,4.0,0.0,0.0,hr,medium
14973,22603,22603,2184.0,0.8,1.0,4.0,279.0,5.0,0.0,0.0,technical,medium
14974,22606,22606,4535.0,0.2,0.38,6.0,160.0,6.0,1.0,0.0,product_mng,low
14975,22607,22607,3263.0,0.65,0.46,3.0,134.0,3.0,0.0,0.0,marketing,medium
14976,22608,22608,14467.0,0.62,0.53,3.0,135.0,3.0,0.0,0.0,sales,low
14977,22609,22609,5902.0,0.52,0.59,3.0,201.0,2.0,0.0,0.0,sales,medium
14978,22614,22614,3433.0,0.59,0.64,5.0,270.0,6.0,0.0,0.0,support,medium
14979,22615,22615,9459.0,0.97,0.48,3.0,204.0,2.0,0.0,0.0,product_mng,medium
14980,22617,22617,1344.0,0.65,0.71,5.0,155.0,3.0,0.0,0.0,support,medium
14981,22618,22618,10052.0,0.82,0.88,4.0,152.0,6.0,0.0,0.0,support,low
14982,22619,22619,14867.0,0.42,0.45,2.0,131.0,3.0,0.0,0.0,marketing,low
14983,22620,22620,14237.0,0.48,0.5,2.0,160.0,2.0,0.0,0.0,sales,low
14984,22622,22622,12874.0,0.67,0.4,4.0,272.0,5.0,0.0,0.0,sales,medium
14985,22623,22623,8367.0,0.68,0.99,5.0,198.0,5.0,0.0,0.0,accounting,low
14986,22624,22624,10279.0,0.59,0.46,2.0,146.0,3.0,0.0,0.0,accounting,medium
14987,22625,22625,12248.0,0.86,0.61,4.0,136.0,3.0,0.0,1.0,sales,low
14988,22627,22627,3731.0,0.77,0.79,5.0,223.0,5.0,1.0,0.0,RandD,low
14989,22628,22628,3890.0,0.42,0.52,2.0,126.0,3.0,0.0,0.0,product_mng,low
14990,22629,22629,8707.0,0.67,0.77,3.0,172.0,7.0,0.0,1.0,accounting,medium
14991,22630,22630,12609.0,0.53,0.92,3.0,253.0,3.0,0.0,1.0,accounting,medium
14992,22631,22631,14290.0,0.1,0.83,6.0,289.0,4.0,0.0,0.0,sales,low
14993,22632,22632,7025.0,0.72,0.77,5.0,225.0,2.0,0.0,0.0,sales,medium
14994,22636,22636,10642.0,0.34,0.53,3.0,157.0,3.0,0.0,0.0,technical,medium
14995,22637,22637,1645.0,0.14,0.99,4.0,204.0,4.0,0.0,0.0,technical,medium
14996,22638,22638,2249.0,0.39,0.44,2.0,96.0,3.0,0.0,0.0,support,low
14997,22639,22639,3845.0,0.12,0.48,3.0,252.0,3.0,1.0,0.0,sales,medium
14998,22641,22641,8073.0,0.15,0.85,2.0,271.0,4.0,0.0,0.0,marketing,low
14999,22642,22642,2332.0,0.65,0.91,3.0,258.0,4.0,0.0,0.0,hr,low
15000,22643,22643,7828.0,0.62,0.98,5.0,246.0,3.0,0.0,0.0,sales,medium
15001,22645,22645,5858.0,0.34,0.47,2.0,171.0,3.0,0.0,0.0,RandD,medium
15002,22646,22646,11512.0,0.65,0.84,3.0,259.0,3.0,0.0,0.0,sales,low
15003,22647,22647,11973.0,0.85,0.48,4.0,171.0,3.0,0.0,0.0,technical,high
15004,22648,22648,8894.0,0.84,0.99,3.0,251.0,5.0,0.0,0.0,product_mng,low
15005,22649,22649,13035.0,0.82,0.58,3.0,186.0,10.0,0.0,0.0,sales,medium
15006,22651,22651,5567.0,0.49,0.72,4.0,241.0,5.0,1.0,0.0,RandD,low
15007,22653,22653,5563.0,0.72,0.81,3.0,175.0,2.0,0.0,0.0,IT,high
15008,22654,22654,7590.0,0.65,0.81,6.0,257.0,4.0,0.0,0.0,support,medium
15009,22655,22655,1876.0,0.71,0.84,4.0,206.0,5.0,0.0,0.0,IT,low
15010,22659,22659,6624.0,0.95,0.88,3.0,204.0,7.0,0.0,0.0,sales,high
15011,22660,22660,2415.0,0.61,0.67,4.0,170.0,2.0,0.0,0.0,sales,medium
15012,22661,22661,7828.0,0.73,0.79,3.0,239.0,2.0,0.0,0.0,product_mng,high
15013,22662,22662,7474.0,0.79,0.74,3.0,157.0,2.0,0.0,0.0,support,low
15014,22663,22663,4746.0,0.65,0.79,3.0,219.0,3.0,0.0,0.0,RandD,low
15015,22666,22666,8021.0,0.74,0.97,3.0,245.0,5.0,0.0,0.0,product_mng,low
15016,22668,22668,12011.0,0.14,0.89,7.0,265.0,4.0,0.0,0.0,management,medium
15017,22670,22670,2303.0,0.85,0.85,4.0,263.0,5.0,0.0,0.0,accounting,low
15018,22673,22673,4019.0,1.0,0.82,4.0,232.0,5.0,0.0,1.0,management,low
15019,22674,22674,8926.0,0.66,0.66,3.0,116.0,4.0,0.0,0.0,management,high
15020,22675,22675,3893.0,0.74,0.96,4.0,161.0,5.0,0.0,0.0,accounting,medium
15021,22676,22676,7848.0,0.72,0.76,5.0,268.0,3.0,0.0,0.0,IT,high
15022,22677,22677,11583.0,0.39,0.73,2.0,175.0,3.0,0.0,0.0,hr,medium
15023,22678,22678,2259.0,0.65,0.93,5.0,227.0,3.0,0.0,0.0,support,medium
15024,22679,22679,6476.0,0.6,0.6,3.0,141.0,4.0,0.0,0.0,sales,low
15025,22680,22680,1.0,0.1,0.97,5.0,255.0,5.0,0.0,0.0,IT,low
15026,22681,22681,8905.0,0.67,0.78,3.0,202.0,3.0,1.0,0.0,sales,low
15027,22682,22682,7699.0,0.49,0.74,4.0,225.0,4.0,0.0,0.0,IT,medium
15028,22685,22685,3135.0,0.64,0.96,3.0,279.0,5.0,0.0,0.0,RandD,medium
15029,22686,22686,12416.0,0.69,0.84,3.0,260.0,4.0,0.0,0.0,sales,medium
15030,22687,22687,7786.0,0.61,0.7,4.0,201.0,10.0,1.0,0.0,sales,low
15031,22688,22688,8145.0,0.76,0.73,3.0,199.0,3.0,0.0,0.0,IT,medium
15032,22690,22690,2049.0,0.46,0.5,2.0,258.0,3.0,0.0,0.0,hr,low
15033,22693,22693,4457.0,0.85,0.71,6.0,187.0,4.0,0.0,0.0,sales,low
15034,22695,22695,14129.0,0.85,0.78,4.0,280.0,5.0,0.0,1.0,support,low
15035,22697,22697,4232.0,0.46,0.49,3.0,187.0,3.0,0.0,0.0,management,high
15036,22699,22699,2830.0,0.96,0.75,3.0,160.0,3.0,0.0,0.0,sales,medium
15037,22700,22700,7093.0,0.76,0.65,5.0,204.0,5.0,0.0,0.0,IT,medium
15038,22702,22702,6564.0,0.61,0.8,4.0,200.0,2.0,0.0,0.0,management,high
15039,22705,22705,2264.0,0.65,0.52,4.0,260.0,3.0,0.0,0.0,RandD,medium
15040,22706,22706,3041.0,0.67,0.95,5.0,274.0,5.0,0.0,0.0,IT,high
15041,22709,22709,7775.0,0.69,0.84,4.0,224.0,3.0,0.0,0.0,sales,low
15042,22710,22710,11842.0,0.63,0.48,3.0,161.0,4.0,0.0,0.0,technical,medium
15043,22712,22712,6576.0,0.57,0.74,3.0,248.0,3.0,0.0,0.0,IT,medium
15044,22714,22714,7515.0,0.49,0.72,3.0,186.0,4.0,0.0,0.0,management,low
15045,22715,22715,11792.0,0.6,0.58,4.0,300.0,10.0,0.0,0.0,management,medium
15046,22716,22716,8407.0,0.94,0.92,5.0,271.0,4.0,0.0,0.0,technical,medium
15047,22718,22718,4970.0,0.89,0.49,3.0,142.0,10.0,0.0,0.0,management,medium
15048,22719,22719,11915.0,0.91,0.55,3.0,204.0,4.0,0.0,0.0,product_mng,low
15049,22720,22720,10393.0,0.63,0.73,3.0,163.0,3.0,0.0,0.0,RandD,medium
15050,22721,22721,3589.0,0.95,0.81,6.0,156.0,4.0,0.0,0.0,technical,medium
15051,22722,22722,1794.0,0.62,0.55,5.0,153.0,5.0,0.0,0.0,IT,medium
15052,22725,22725,3398.0,0.69,0.99,4.0,200.0,3.0,0.0,0.0,sales,low
15053,22726,22726,13784.0,0.16,0.91,6.0,289.0,8.0,0.0,0.0,marketing,low
15054,22727,22727,14096.0,0.67,0.62,4.0,251.0,3.0,0.0,0.0,sales,medium
15055,22729,22729,13369.0,0.44,0.47,2.0,126.0,3.0,0.0,0.0,sales,low
15056,22730,22730,13956.0,0.83,0.88,3.0,240.0,10.0,0.0,0.0,management,medium
15057,22731,22731,11058.0,0.72,0.58,4.0,264.0,2.0,0.0,0.0,IT,medium
15058,22734,22734,8121.0,0.09,0.66,4.0,284.0,4.0,0.0,0.0,support,high
15059,22735,22735,9101.0,0.62,0.84,4.0,238.0,2.0,1.0,1.0,technical,medium
15060,22736,22736,2721.0,0.62,0.68,3.0,164.0,3.0,0.0,0.0,marketing,low
15061,22737,22737,10787.0,0.43,0.43,2.0,188.0,3.0,0.0,0.0,marketing,medium
15062,22738,22738,4288.0,0.89,0.95,5.0,272.0,4.0,1.0,0.0,sales,high
15063,22739,22739,9073.0,0.15,0.79,6.0,258.0,4.0,0.0,0.0,management,medium
15064,22740,22740,10910.0,0.6,0.86,5.0,283.0,6.0,0.0,0.0,sales,medium
15065,22741,22741,13971.0,0.15,0.81,7.0,220.0,4.0,0.0,0.0,accounting,low
15066,22742,22742,6808.0,0.46,0.49,2.0,162.0,5.0,1.0,0.0,IT,low
15067,22743,22743,2316.0,0.59,0.95,6.0,278.0,4.0,0.0,0.0,sales,low
15068,22745,22745,13780.0,0.16,0.95,3.0,242.0,4.0,0.0,0.0,hr,low
15069,22747,22747,5272.0,0.63,0.91,3.0,268.0,3.0,0.0,1.0,accounting,medium
15070,22748,22748,8583.0,0.11,0.79,6.0,202.0,6.0,0.0,0.0,technical,high
15071,22750,22750,10653.0,0.6,0.48,4.0,256.0,3.0,0.0,0.0,product_mng,high
15072,22751,22751,1251.0,0.64,0.57,5.0,150.0,6.0,0.0,0.0,sales,medium
15073,22753,22753,7248.0,0.64,0.87,3.0,199.0,3.0,1.0,0.0,technical,low
15074,22754,22754,5594.0,0.45,0.49,6.0,284.0,5.0,0.0,0.0,IT,medium
15075,22755,22755,10976.0,0.09,0.9,6.0,259.0,4.0,0.0,0.0,product_mng,medium
15076,22756,22756,13553.0,0.36,0.47,2.0,161.0,5.0,0.0,0.0,sales,low
15077,22757,22757,11486.0,0.74,0.74,4.0,197.0,5.0,1.0,0.0,accounting,low
15078,22758,22758,6633.0,0.75,0.76,3.0,198.0,3.0,0.0,1.0,accounting,medium
15079,22759,22759,14107.0,0.86,0.74,3.0,251.0,10.0,0.0,0.0,sales,low
15080,22761,22761,7402.0,0.68,0.67,5.0,199.0,4.0,0.0,0.0,marketing,medium
15081,22764,22764,13714.0,0.68,0.47,4.0,149.0,10.0,0.0,0.0,management,medium
15082,22765,22765,11146.0,0.6,0.81,6.0,149.0,4.0,0.0,0.0,accounting,medium
15083,22766,22766,5387.0,0.73,0.96,3.0,141.0,5.0,1.0,0.0,support,low
15084,22767,22767,6140.0,0.53,0.73,3.0,136.0,2.0,0.0,0.0,accounting,medium
15085,22768,22768,3740.0,0.2,0.76,3.0,139.0,4.0,0.0,0.0,IT,medium
15086,22769,22769,14906.0,0.14,0.72,7.0,309.0,4.0,0.0,0.0,technical,low
15087,22771,22771,2660.0,0.1,0.76,6.0,104.0,4.0,0.0,0.0,technical,low
15088,22773,22773,12141.0,0.16,0.98,4.0,236.0,4.0,0.0,0.0,IT,low
15089,22775,22775,5308.0,0.62,0.44,3.0,165.0,3.0,0.0,0.0,technical,medium
15090,22776,22776,2678.0,0.75,0.65,4.0,164.0,3.0,0.0,1.0,sales,high
15091,22778,22778,2866.0,0.14,0.77,6.0,282.0,6.0,0.0,0.0,sales,low
15092,22779,22779,8315.0,0.72,0.55,4.0,175.0,3.0,0.0,0.0,product_mng,low
15093,22780,22780,942.0,0.65,0.94,6.0,285.0,5.0,0.0,0.0,accounting,medium
15094,22781,22781,12390.0,0.87,0.72,6.0,136.0,3.0,0.0,0.0,technical,medium
15095,22782,22782,9276.0,0.66,0.59,3.0,199.0,2.0,1.0,0.0,accounting,low
15096,22783,22783,12001.0,0.68,0.64,4.0,203.0,2.0,0.0,0.0,product_mng,high
15097,22785,22785,8617.0,0.65,0.54,3.0,263.0,4.0,0.0,0.0,hr,medium
15098,22787,22787,7573.0,0.65,0.8,5.0,201.0,2.0,0.0,0.0,sales,high
15099,22788,22788,7473.0,0.72,0.85,5.0,265.0,4.0,0.0,0.0,support,medium
15100,22789,22789,13992.0,0.55,0.74,4.0,250.0,4.0,0.0,0.0,hr,low
15101,22790,22790,4161.0,0.4,0.6,4.0,135.0,3.0,0.0,0.0,sales,low
15102,22791,22791,3419.0,0.7,0.72,4.0,200.0,2.0,0.0,0.0,sales,medium
15103,22793,22793,13012.0,0.9,0.89,4.0,270.0,4.0,1.0,0.0,RandD,medium
15104,22795,22795,3897.0,0.83,0.69,3.0,181.0,4.0,0.0,0.0,IT,low
15105,22797,22797,5109.0,0.61,0.91,3.0,159.0,3.0,0.0,0.0,marketing,medium
15106,22798,22798,4625.0,0.67,0.65,4.0,176.0,5.0,0.0,0.0,RandD,low
15107,22799,22799,8034.0,0.09,0.85,7.0,287.0,5.0,0.0,0.0,accounting,low
15108,22801,22801,1996.0,0.41,0.79,2.0,153.0,3.0,0.0,0.0,IT,medium
15109,22805,22805,6365.0,0.63,0.84,5.0,148.0,2.0,0.0,0.0,sales,high
15110,22806,22806,7160.0,0.71,0.91,4.0,131.0,3.0,0.0,1.0,RandD,high
15111,22808,22808,8010.0,0.67,0.69,3.0,199.0,4.0,0.0,0.0,technical,medium
