OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
588,0,12,2,0,0,1,0,0,0,1289,0,2,4,0,1,0,0,1,1,0,0,21,0,0,1,1,1,1,0,0,1
591,0,12,4,0,0,0,1,0,0,385,0,3,4,0,0,0,0,0,3,1,0,58,0,0,1,4,1,1,1,0,1
592,1,24,3,1,0,0,0,0,0,1965,4,2,4,0,0,0,0,0,4,0,0,42,0,1,0,2,2,1,1,0,1
593,3,21,2,0,0,0,0,0,1,1572,3,4,4,0,0,0,0,0,4,1,0,36,1,0,1,1,1,1,0,0,1
600,3,24,3,0,0,0,0,0,1,3863,0,2,1,0,1,0,0,0,2,0,1,32,0,0,0,1,2,1,0,0,1
601,1,7,2,0,0,0,1,0,0,2329,0,1,1,0,0,0,0,1,1,1,0,45,0,0,1,1,2,1,0,0,1
605,2,10,2,0,0,1,0,0,0,1275,0,1,4,0,0,0,0,0,2,0,0,23,0,0,1,1,2,1,0,0,1
606,0,24,1,0,0,1,0,0,0,2828,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0,1
607,3,24,4,0,0,0,0,0,1,4526,0,2,3,0,1,0,0,0,2,1,0,74,0,0,1,1,3,1,1,0,1
609,3,18,2,0,0,0,1,0,0,2051,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,2,1,0,0,1
610,3,15,2,0,1,0,0,0,0,1300,4,4,4,0,1,0,0,0,4,0,1,45,1,0,0,1,2,2,0,0,1
613,0,21,2,0,0,0,1,0,0,3357,3,1,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,1
614,0,24,1,0,1,0,0,0,0,3632,0,2,1,0,0,0,0,1,4,0,0,22,1,1,0,1,2,1,0,1,1
616,1,48,0,0,0,0,0,0,1,12204,4,2,2,0,1,0,0,0,2,0,0,48,1,0,1,1,3,1,1,0,1
617,1,60,3,0,0,0,1,0,0,9157,4,2,2,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,0,0,1
618,0,6,4,1,0,0,0,0,0,3676,0,2,1,0,1,0,0,0,3,1,0,37,0,1,0,3,2,2,0,0,1
620,3,12,2,1,0,0,0,0,0,640,0,2,4,1,0,0,0,0,2,1,0,49,0,0,1,1,1,1,0,0,1
621,1,21,4,0,0,0,0,0,1,3652,0,3,2,0,1,0,0,0,3,0,0,27,0,0,1,2,2,1,0,0,1
624,0,12,2,0,0,1,0,0,0,1858,0,1,4,0,0,0,0,0,1,0,0,22,0,1,0,1,2,1,0,0,1
626,3,15,2,0,0,0,1,0,0,1979,4,4,4,0,1,0,0,0,2,0,0,35,0,0,1,1,2,1,0,0,1
627,2,6,2,0,0,1,0,0,0,2116,0,2,2,0,1,0,0,0,2,1,0,41,0,0,1,1,2,1,1,0,1
629,3,42,4,0,0,1,0,0,0,4042,2,2,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0,1
630,3,9,2,0,0,0,0,1,0,3832,4,4,1,0,1,0,0,0,4,1,0,64,0,0,1,1,1,1,0,0,1
631,0,24,2,0,0,0,1,0,0,3660,0,2,2,0,0,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0,1
633,1,15,2,0,0,0,1,0,0,1444,4,1,4,0,1,0,0,0,1,0,0,23,0,0,1,1,2,1,0,0,1
636,3,12,2,0,0,0,0,1,0,1393,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0,1
637,3,24,2,0,0,0,1,0,0,1376,2,3,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,1,0,0,1
638,3,60,3,0,0,0,1,0,0,15653,0,3,2,0,1,0,0,0,4,0,0,21,0,0,1,2,2,1,1,0,1
639,3,12,2,0,0,0,1,0,0,1493,0,1,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,0,0,1
642,1,15,2,0,0,0,0,0,0,1308,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,1,1,0,0,1
644,3,24,4,0,0,0,1,0,0,1851,0,3,4,0,0,1,0,1,2,0,0,33,0,0,1,2,2,1,1,0,1
645,0,18,4,0,0,0,1,0,0,1880,0,3,4,0,0,1,0,0,1,0,0,32,0,0,1,2,3,1,1,0,1
647,0,30,0,0,0,1,0,0,0,4583,0,2,2,1,0,0,0,1,2,1,0,32,0,0,1,2,2,1,0,0,1
651,0,48,2,0,0,0,0,1,0,7476,0,3,4,0,1,0,0,0,1,0,1,50,0,0,0,1,3,1,1,0,1
655,3,24,4,0,1,0,0,0,0,2346,0,3,4,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,1,0,1
656,0,14,2,1,0,0,0,0,0,3973,0,0,1,0,1,0,0,0,4,0,1,22,0,0,0,1,2,1,0,0,1
658,3,48,2,0,0,0,1,0,0,10222,4,3,4,0,1,0,0,0,3,0,0,37,1,0,1,1,2,1,1,0,1
659,1,30,0,0,0,0,0,0,1,4221,0,2,2,0,0,0,0,0,1,0,0,28,0,0,1,2,2,1,0,0,1
660,1,18,4,0,0,1,0,0,0,6361,0,4,2,0,1,0,0,0,1,0,1,41,0,0,1,1,2,1,1,0,1
661,2,12,2,0,0,0,1,0,0,1297,0,2,3,0,0,1,0,0,4,1,0,23,0,1,0,1,2,1,0,0,1
663,3,21,2,0,0,1,0,0,0,2241,0,4,4,0,1,0,0,0,2,1,0,50,0,0,1,2,2,1,0,0,1
664,1,6,3,0,0,1,0,0,0,1050,0,0,4,0,1,0,0,0,1,0,0,35,1,0,1,2,3,1,1,0,1
665,2,6,4,0,0,0,0,1,0,1047,0,2,2,0,0,0,0,0,4,0,0,50,0,0,1,1,1,1,0,0,1
666,3,24,4,0,0,0,0,0,0,6314,0,0,4,0,1,0,1,0,2,0,1,27,1,0,1,2,3,1,1,0,1
667,1,30,1,0,0,1,0,0,0,3496,3,2,4,0,1,0,0,0,2,0,0,34,1,0,1,1,2,2,1,0,1
668,3,48,1,0,0,0,0,0,1,3609,0,2,1,0,0,0,0,0,1,1,0,27,1,0,1,1,2,1,0,0,1
670,2,30,4,0,0,0,1,0,0,3017,0,4,4,0,1,0,0,0,4,0,0,47,0,0,1,1,2,1,0,0,1
671,3,24,4,0,0,0,0,0,1,4139,1,2,3,0,1,0,0,0,3,0,0,27,0,0,1,2,1,1,1,0,1
672,3,36,2,0,0,0,0,0,1,5742,1,3,2,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,1,0,1
673,3,60,2,1,0,0,0,0,0,10366,0,4,2,0,1,0,0,0,4,0,0,42,0,0,1,1,3,1,1,0,1
674,3,6,4,1,0,0,0,0,0,2080,2,2,1,0,0,1,0,0,2,0,0,24,0,0,1,1,2,1,0,0,1
676,3,30,4,0,0,0,1,0,0,4530,0,3,4,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0,1
677,3,24,4,0,0,1,0,0,0,5150,0,4,4,0,1,0,0,0,4,0,0,33,0,0,1,1,2,1,1,0,1
679,0,24,2,0,0,0,1,0,0,2384,0,4,4,0,1,0,0,0,4,1,0,64,1,1,0,1,1,1,0,0,1
680,3,18,2,0,0,0,1,0,0,1453,0,1,3,0,0,0,0,0,1,1,0,26,0,0,1,1,2,1,0,0,1
681,3,6,2,0,0,0,0,1,0,1538,0,1,1,0,0,0,0,0,2,0,1,56,0,0,1,1,2,1,0,0,1
682,3,12,2,0,0,0,1,0,0,2279,4,2,4,0,1,0,0,0,4,0,1,37,0,0,0,1,2,1,1,0,1
683,3,15,3,0,0,0,1,0,0,1478,0,2,4,0,0,1,0,0,3,1,0,33,1,0,1,2,2,1,0,0,1
684,3,24,4,0,0,0,1,0,0,5103,0,1,3,0,0,1,0,0,3,0,1,47,0,0,0,3,2,1,1,0,1
685,1,36,3,0,0,0,0,0,1,9857,1,3,1,0,1,0,0,0,3,0,0,31,0,0,1,2,1,2,1,0,1
686,3,60,2,1,0,0,0,0,0,6527,4,2,4,0,1,0,0,0,4,0,1,34,0,0,0,1,2,2,1,0,1
687,2,10,4,0,0,0,1,0,0,1347,4,3,4,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,1,0,1
688,1,36,3,1,0,0,0,0,0,2862,1,4,4,0,1,0,0,0,3,0,1,30,0,0,0,1,2,1,0,0,1
689,3,9,2,0,0,0,1,0,0,2753,1,4,3,0,1,0,1,0,4,0,0,35,0,0,1,1,2,1,1,0,1
690,0,12,2,1,0,0,0,0,0,3651,3,2,1,0,1,0,0,0,3,0,0,31,0,0,1,1,2,2,0,0,1
691,0,15,4,0,0,1,0,0,0,975,0,2,2,1,0,0,0,0,3,0,0,25,0,0,1,2,2,1,0,0,1
692,1,15,2,0,0,0,0,0,0,2631,1,2,3,0,0,0,0,0,2,1,0,25,0,0,1,1,1,1,0,0,1
693,1,24,2,0,0,0,1,0,0,2896,1,1,2,0,1,0,0,0,1,0,0,29,0,0,1,1,2,1,0,0,1
694,0,6,4,1,0,0,0,0,0,4716,4,1,1,0,1,0,0,0,3,1,0,44,0,0,1,2,1,2,0,0,1
695,3,24,2,0,0,0,1,0,0,2284,0,3,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,1,0,1
696,3,6,2,0,1,0,0,0,0,1236,2,2,2,0,1,0,0,0,4,0,0,50,0,1,0,1,2,1,0,0,1
697,1,12,2,0,0,0,1,0,0,1103,0,3,4,0,1,0,0,1,3,1,0,29,0,0,1,2,2,1,0,1,1
698,3,12,4,1,0,0,0,0,0,926,0,0,1,0,0,0,0,0,2,0,0,38,0,0,1,1,0,1,0,0,1
699,3,18,4,0,0,0,1,0,0,1800,0,2,4,0,1,0,0,0,2,0,0,24,0,0,1,2,2,1,0,0,1
700,2,15,2,0,0,0,0,1,0,1905,0,4,4,0,1,0,0,0,4,0,0,40,0,1,0,1,3,1,1,0,1
703,2,24,2,0,0,0,1,0,0,1377,1,4,4,0,0,0,0,0,2,0,1,47,0,0,0,1,2,1,1,0,1
704,1,30,3,0,0,0,0,0,1,2503,1,4,4,0,1,0,0,0,2,0,0,41,1,0,1,2,2,1,0,0,1
705,1,27,2,0,0,0,0,0,1,2528,0,1,4,0,0,0,0,0,1,0,0,32,0,0,1,1,2,2,1,0,1
706,3,15,2,1,0,0,0,0,0,5324,2,4,1,0,0,0,0,0,4,0,1,35,0,0,0,1,2,1,0,0,1
709,1,9,2,0,0,0,1,0,0,1206,0,4,4,0,0,0,0,0,4,1,0,25,0,0,1,1,2,1,0,0,1
710,1,9,2,0,0,0,1,0,0,2118,0,2,2,0,1,0,0,0,2,1,0,37,0,0,1,1,1,2,0,0,1
711,3,18,4,0,0,0,1,0,0,629,2,4,4,0,1,0,0,0,3,0,0,32,1,0,1,2,3,1,1,0,1
713,3,21,2,0,1,0,0,0,0,2476,4,4,4,0,1,0,0,0,4,1,0,46,0,0,1,1,3,1,1,0,1
714,0,9,4,0,0,0,1,0,0,1138,0,2,4,0,1,0,0,0,4,1,0,25,0,0,1,2,1,1,0,0,1
716,3,30,4,0,1,0,0,0,0,7596,4,4,1,0,1,0,0,0,4,0,0,63,0,0,1,2,2,1,0,0,1
717,3,30,4,0,0,0,1,0,0,3077,4,4,3,0,1,0,0,0,2,0,0,40,0,0,1,2,2,2,1,0,1
718,3,18,2,0,0,0,1,0,0,1505,0,2,4,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0,1
719,2,24,4,0,0,0,1,0,0,3148,4,2,3,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,1,0,1
720,1,20,0,0,1,0,0,0,0,6148,1,4,3,0,0,1,0,0,4,0,0,31,1,0,1,2,2,1,1,0,1
724,1,9,2,0,0,0,1,0,0,790,2,2,4,0,0,0,0,0,3,1,0,66,0,0,1,1,1,1,0,0,1
726,3,6,4,1,0,0,0,0,0,250,3,2,2,0,0,0,0,0,2,1,0,41,1,0,1,2,1,1,0,0,1
727,3,15,4,0,0,0,1,0,0,1316,2,2,2,0,0,1,0,0,2,0,0,47,0,0,1,2,1,1,0,0,1
730,2,24,4,0,0,0,0,0,1,1275,3,2,2,1,0,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0,1
731,1,24,3,0,0,0,1,0,0,6403,0,1,1,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,1
733,1,8,2,0,0,0,1,0,0,760,0,3,4,0,0,0,0,1,2,1,0,44,0,0,1,1,1,1,0,0,1
734,3,24,2,0,1,0,0,0,0,2603,3,2,2,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,1,0,1
735,3,4,4,1,0,0,0,0,0,3380,0,3,1,0,0,0,0,0,1,1,0,37,0,0,1,1,2,2,0,0,1
736,1,36,1,0,0,0,0,0,0,3990,4,1,3,0,0,0,0,0,2,0,1,29,1,0,1,1,0,1,0,0,1
738,0,18,2,1,0,0,0,0,0,4380,1,2,3,0,1,0,0,0,4,0,0,35,0,0,1,1,1,2,1,0,1
739,3,6,4,1,0,0,0,0,0,6761,0,3,1,0,1,0,0,0,3,0,1,45,0,0,1,2,3,2,1,0,1
741,0,24,1,1,0,0,0,0,0,2325,1,3,2,0,1,0,0,0,3,0,0,32,1,0,1,1,2,1,0,0,1
742,1,10,1,0,0,0,1,0,0,1048,0,2,4,0,1,0,0,0,4,1,0,23,1,0,1,1,1,1,0,0,1
743,3,21,2,0,0,0,1,0,0,3160,4,4,4,0,1,0,0,0,3,0,0,41,0,0,1,1,2,1,1,0,1
744,0,24,1,0,0,1,0,0,0,2483,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0,1
745,0,39,4,0,0,1,0,0,0,14179,4,3,4,0,1,0,0,0,4,0,0,30,0,0,1,2,3,1,1,0,1
746,0,13,4,0,0,0,0,0,1,1797,0,1,3,0,1,0,0,0,1,0,0,28,1,0,1,2,1,1,0,0,1
747,0,15,2,1,0,0,0,0,0,2511,0,0,1,0,0,0,0,0,4,0,0,23,0,1,0,1,2,1,0,0,1
749,3,21,2,0,1,0,0,0,0,5248,4,2,1,0,1,0,0,0,3,0,0,26,0,0,1,1,2,1,0,0,1
750,3,15,2,0,1,0,0,0,0,3029,0,3,2,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,1
751,0,6,2,0,0,1,0,0,0,428,0,4,2,0,0,0,0,0,1,0,0,49,1,0,1,1,2,1,1,0,1
753,1,12,2,0,0,0,0,0,1,841,1,3,2,0,0,0,0,0,4,1,0,23,0,1,0,1,1,1,0,0,1
754,3,30,4,0,0,0,1,0,0,5771,0,3,4,0,0,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0,1
757,2,6,4,1,0,0,0,0,0,1299,0,2,1,0,1,0,0,0,1,1,0,74,0,0,1,3,0,2,0,1,1
759,3,24,2,1,0,0,0,0,0,1393,0,2,2,0,1,0,0,1,2,1,0,31,0,0,1,1,2,1,1,0,1
761,3,15,4,1,0,0,0,0,0,5045,4,4,1,0,0,0,0,0,4,0,0,59,0,0,1,1,2,1,1,0,1
763,0,12,2,0,0,0,1,0,0,2214,0,2,4,0,1,0,0,0,3,0,0,24,0,0,1,1,1,1,0,0,1
765,3,24,4,1,0,0,0,0,0,2463,1,3,4,0,0,1,0,0,3,0,0,27,0,0,1,2,2,1,1,0,1
766,1,12,2,0,0,0,1,0,0,1155,0,4,3,0,0,1,0,1,3,1,0,40,1,0,1,2,1,1,0,0,1
768,3,10,2,0,1,0,0,0,0,2901,4,1,1,0,0,0,0,0,4,1,0,31,0,1,0,1,2,1,0,0,1
769,1,12,4,0,0,1,0,0,0,3617,0,4,1,0,1,0,0,0,4,0,0,28,0,1,0,3,2,1,1,0,1
770,3,12,4,0,0,0,1,0,0,1655,0,4,2,0,1,0,0,0,4,1,0,63,0,0,1,2,1,1,1,0,1
771,0,24,2,0,1,0,0,0,0,2812,4,4,2,0,0,0,0,0,4,1,0,26,0,1,0,1,2,1,0,0,1
773,3,21,4,0,1,0,0,0,0,3275,0,4,1,0,1,0,0,0,4,0,0,36,0,0,1,1,3,1,1,0,1
774,3,24,4,0,0,0,1,0,0,2223,1,4,4,0,1,0,0,0,4,0,0,52,1,0,1,2,2,1,0,0,1
775,2,12,4,1,0,0,0,0,0,1480,2,0,2,0,1,0,0,0,4,0,1,66,1,0,0,3,0,1,0,0,1
777,3,36,4,1,0,0,0,0,0,3535,0,3,4,0,1,0,0,0,4,0,0,37,0,0,1,2,2,1,1,0,1
778,0,18,2,0,0,0,1,0,0,3509,0,3,4,0,0,0,0,1,1,1,0,25,0,0,1,1,2,1,0,0,1
779,3,36,4,0,1,0,0,0,0,5711,3,4,4,0,1,0,0,0,2,0,0,38,0,0,1,2,3,1,1,0,1
780,1,18,2,0,0,0,0,0,0,3872,0,0,2,0,0,0,0,0,4,0,0,67,0,0,1,1,2,1,1,0,1
782,3,24,4,1,0,0,0,0,0,1940,3,4,4,0,1,0,0,0,4,1,0,60,0,0,1,1,2,1,1,0,1
783,1,12,0,0,0,0,0,0,0,1410,0,2,2,0,1,0,0,0,2,1,0,31,0,0,1,1,1,1,1,0,1
785,1,20,2,0,1,0,0,0,0,6468,4,0,1,1,0,0,0,0,4,1,0,60,0,0,1,1,3,1,1,0,1
786,1,18,2,0,0,0,0,0,1,1941,3,2,4,0,1,0,0,0,2,0,0,35,0,0,1,1,1,1,1,0,1
787,3,22,2,0,0,0,1,0,0,2675,2,4,3,0,1,0,0,0,4,0,0,40,0,0,1,1,2,1,0,0,1
788,3,48,4,0,1,0,0,0,0,2751,4,4,4,0,1,0,0,0,3,0,0,38,0,0,1,2,2,2,1,0,1
792,3,24,2,0,1,0,0,0,0,6313,4,4,3,0,1,0,0,0,4,0,0,41,0,0,1,1,3,2,1,0,1
793,3,6,4,0,0,1,0,0,0,1221,4,2,1,0,0,1,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
794,2,24,2,0,0,1,0,0,0,2892,0,4,3,1,0,0,0,0,4,0,1,51,0,0,0,1,2,1,0,0,1
795,3,24,2,0,0,1,0,0,0,3062,2,4,4,0,1,0,0,0,3,0,1,32,0,1,0,1,2,1,1,0,1
796,3,9,2,0,0,1,0,0,0,2301,1,1,2,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,1
798,3,12,4,0,0,1,0,0,0,1258,0,1,2,0,0,0,0,0,4,0,0,22,0,1,0,2,1,1,0,0,1
799,3,24,3,1,0,0,0,0,0,717,4,4,4,0,0,1,0,0,4,0,0,54,0,0,1,2,2,1,1,0,1
800,1,9,2,1,0,0,0,0,0,1549,4,1,4,0,1,0,0,0,2,1,0,35,0,0,1,1,0,1,0,0,1
801,3,24,4,0,0,0,0,1,0,1597,0,4,4,0,1,0,0,0,4,0,1,54,0,0,0,2,2,2,0,0,1
802,1,18,4,0,0,0,1,0,0,1795,0,4,3,0,0,0,0,1,4,1,0,48,1,1,0,2,1,1,1,0,1
803,0,20,4,0,0,1,0,0,0,4272,0,4,1,0,0,0,0,0,4,0,0,24,0,0,1,2,2,1,0,0,1
804,3,12,4,0,0,0,1,0,0,976,4,4,4,0,1,0,0,0,4,0,0,35,0,0,1,2,2,1,0,0,1
805,1,12,2,1,0,0,0,0,0,7472,4,0,1,0,0,0,0,0,2,1,0,24,0,1,0,1,0,1,0,0,1
807,1,6,2,0,0,0,1,0,0,590,0,1,3,0,0,1,0,0,3,1,0,26,0,0,1,1,1,1,0,1,1
808,3,12,4,0,0,0,1,0,0,930,4,4,4,0,1,0,0,0,4,1,0,65,0,0,1,4,2,1,0,0,1
809,1,42,1,0,1,0,0,0,0,9283,0,0,1,0,1,0,0,0,2,0,1,55,1,0,0,1,3,1,1,0,1
811,1,8,2,0,0,0,0,0,1,907,0,1,3,0,0,1,0,0,2,1,0,26,0,0,1,1,2,1,1,0,1
812,1,6,2,0,0,0,1,0,0,484,0,3,3,0,0,1,0,1,3,1,0,28,1,0,1,1,1,1,0,0,1
816,1,36,3,1,0,0,0,0,0,7432,0,2,2,0,0,0,0,0,2,0,0,54,0,1,0,1,2,1,0,0,1
817,3,6,2,0,0,0,0,0,0,1338,2,2,1,1,0,0,0,0,4,1,0,62,0,0,1,1,2,1,0,0,1
818,3,6,4,0,0,0,1,0,0,1554,0,3,1,0,0,0,0,0,2,0,0,24,0,1,0,2,2,1,1,0,1
819,0,36,2,0,0,0,0,0,0,15857,0,0,2,1,0,0,1,0,3,0,0,43,0,0,1,1,3,1,0,0,1
821,3,12,2,1,0,0,0,0,0,1101,0,2,3,0,0,1,0,0,2,1,0,27,0,0,1,2,2,1,1,0,1
822,2,12,2,0,0,0,1,0,0,3016,0,2,3,0,0,1,0,0,1,0,0,24,0,0,1,1,2,1,0,0,1
824,0,8,4,1,0,0,0,0,0,731,0,4,4,0,1,0,0,0,4,1,0,47,0,0,1,2,1,1,0,0,1
825,3,18,4,0,0,1,0,0,0,3780,0,1,3,1,0,0,0,0,2,0,0,35,0,0,1,2,3,1,1,0,1
826,0,21,4,1,0,0,0,0,0,1602,0,4,4,0,0,1,0,0,3,0,0,30,0,0,1,2,2,1,1,0,1
830,1,48,3,0,0,0,0,0,1,6681,4,2,4,0,1,0,0,0,4,0,1,38,0,0,0,1,2,2,1,0,1
831,3,24,3,0,0,0,0,0,1,2375,2,2,4,0,1,0,0,0,2,0,0,44,0,0,1,2,2,2,1,0,1
834,1,24,2,0,0,0,1,0,0,5084,4,4,2,0,0,0,0,0,4,0,0,42,0,0,1,1,2,1,1,0,1
837,3,12,2,0,0,0,1,0,0,886,4,2,4,0,0,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
838,3,4,2,0,0,1,0,0,0,601,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,1,1,2,0,0,1
839,0,24,4,0,1,0,0,0,0,2957,0,4,4,0,1,0,0,0,4,0,0,63,0,0,1,2,2,1,1,0,1
840,3,24,4,0,0,0,1,0,0,2611,0,4,4,0,0,1,1,0,3,1,0,46,0,0,1,2,2,1,0,0,1
842,3,21,3,0,1,0,0,0,0,2993,0,2,3,0,1,0,0,0,2,1,0,28,1,0,1,2,1,1,0,0,1
844,3,24,1,0,0,0,0,0,1,1559,0,3,4,0,1,0,0,0,4,0,0,50,1,0,1,1,2,1,1,0,1
845,3,18,2,0,0,1,0,0,0,3422,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0,1
846,1,21,2,0,0,1,0,0,0,3976,4,3,2,0,1,0,0,0,3,0,0,35,0,0,1,1,2,1,1,0,1
848,3,24,2,1,0,0,0,0,0,1249,0,1,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0,1
849,0,9,2,0,0,0,1,0,0,1364,0,3,3,0,1,0,0,0,4,1,0,59,0,0,1,1,2,1,0,0,1
852,3,24,4,0,1,0,0,0,0,4042,4,3,3,0,1,0,0,0,4,0,0,43,0,0,1,2,2,1,1,0,1
853,3,15,4,0,0,0,1,0,0,1471,0,2,4,0,1,0,0,0,4,0,1,35,0,0,0,2,2,1,1,0,1
855,3,36,3,1,0,0,0,0,0,10875,0,4,2,0,1,0,0,0,2,0,0,45,0,0,1,2,2,2,1,0,1
856,3,24,2,1,0,0,0,0,0,1474,1,1,4,0,0,1,0,0,3,1,0,33,0,0,1,1,2,1,1,0,1
857,3,10,2,0,0,0,0,0,0,894,4,3,4,0,0,0,0,0,3,0,0,40,0,0,1,1,2,1,1,0,1
858,3,15,4,0,0,1,0,0,0,3343,0,2,4,0,1,0,0,0,2,0,1,28,0,0,0,1,2,1,1,0,1
860,3,9,2,1,0,0,0,0,0,3577,1,2,1,0,1,0,0,1,2,1,0,26,0,1,0,1,2,2,0,1,1
861,3,24,4,0,1,0,0,0,0,5804,3,2,4,0,1,0,0,0,2,1,0,27,0,0,1,2,2,1,0,0,1
864,3,27,4,0,0,1,0,0,0,4526,3,1,4,0,1,0,0,0,2,1,0,32,1,0,1,2,1,2,1,0,1
866,3,15,2,0,0,1,0,0,0,2221,2,2,2,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0,1
867,0,18,2,0,0,0,1,0,0,2389,0,1,4,0,0,0,0,0,1,0,0,27,1,0,1,1,2,1,0,0,1
868,3,12,4,0,0,1,0,0,0,3331,0,4,2,0,1,0,0,0,4,0,0,42,1,0,1,1,2,1,0,0,1
869,3,36,2,0,0,0,0,0,1,7409,4,4,3,0,1,0,0,0,2,0,0,37,0,0,1,2,2,1,0,0,1
870,0,12,2,0,0,1,0,0,0,652,0,4,4,0,0,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,1
871,3,36,3,0,0,1,0,0,0,7678,2,3,2,0,0,0,0,0,4,0,0,40,0,0,1,2,2,1,1,0,1
872,2,6,4,1,0,0,0,0,0,1343,0,4,1,0,1,0,0,0,4,1,0,46,0,0,1,2,2,2,0,1,1
873,0,24,4,0,0,0,0,0,1,1382,1,3,4,0,1,0,0,0,1,1,0,26,0,0,1,2,2,1,1,0,1
874,3,15,2,0,0,0,0,0,0,874,4,1,4,0,0,0,0,0,1,1,0,24,0,0,1,1,2,1,0,0,1
875,0,12,2,0,0,1,0,0,0,3590,0,2,2,0,1,0,1,0,2,0,0,29,0,0,1,1,1,2,0,0,1
876,1,11,4,1,0,0,0,0,0,1322,3,2,4,0,0,0,0,0,4,0,0,40,0,0,1,2,2,1,0,0,1
877,0,18,1,0,0,0,1,0,0,1940,0,1,3,0,1,0,1,0,4,0,1,36,1,0,0,1,3,1,1,0,1
878,3,36,2,0,0,0,1,0,0,3595,0,4,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
880,3,30,4,0,0,0,1,0,0,6742,4,3,2,0,1,0,0,0,3,0,0,36,0,0,1,2,2,1,0,0,1
881,3,24,2,0,1,0,0,0,0,7814,0,3,3,0,1,0,0,0,3,0,0,38,0,0,1,1,3,1,1,0,1
882,3,24,2,0,1,0,0,0,0,9277,4,2,2,1,0,0,0,0,4,0,1,48,0,0,0,1,2,1,1,0,1
883,1,30,4,1,0,0,0,0,0,2181,4,4,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,0,0,1
884,3,18,4,0,0,0,1,0,0,1098,0,0,4,0,0,0,0,0,4,0,0,65,0,0,1,2,0,1,0,0,1
887,1,24,4,0,0,0,0,0,1,2825,4,3,4,0,1,0,0,0,3,0,1,34,0,0,1,2,2,2,1,0,1
889,3,36,4,1,0,0,0,0,0,6614,0,4,4,0,1,0,0,0,4,0,0,34,0,0,1,2,3,1,1,0,1
890,3,28,1,0,1,0,0,0,0,7824,4,1,3,0,1,0,0,1,4,1,0,40,1,1,0,2,2,2,1,0,1
891,0,27,4,0,0,0,0,0,1,2442,0,4,4,0,1,0,0,0,4,0,0,43,1,0,1,4,3,2,1,0,1
892,3,15,4,0,0,0,1,0,0,1829,0,4,4,0,1,0,0,0,4,0,0,46,0,0,1,2,2,1,1,0,1
893,0,12,4,1,0,0,0,0,0,2171,0,2,4,0,1,0,0,0,4,0,0,38,1,0,1,2,1,1,0,1,1
894,1,36,4,0,1,0,0,0,0,5800,0,2,3,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,1,0,1
895,3,18,4,0,0,0,1,0,0,1169,4,2,4,0,1,0,0,0,3,0,0,29,0,0,1,2,2,1,1,0,1
896,3,36,3,0,1,0,0,0,0,8947,4,3,3,0,1,0,0,0,2,0,0,31,1,0,1,1,3,2,1,0,1
